,회사명,종목코드,업종,상장일,최근일 거래량
2150,금화피에스시,036190,전기 및 통신 공사업,2000-12-26,4223.0
2151,까스텔바작,308100,"섬유, 의복, 신발 및 가죽제품 소매업",2019-06-10,174034.0
2152,나무가,190510,전자부품 제조업,2015-11-12,350796.0
2153,네오팜,092730,기타 화학제품 제조업,2007-01-30,156611.0
2154,넥스트아이,137940,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2011-06-14,319453.0
2155,녹십자랩셀,144510,"그외 기타 전문, 과학 및 기술 서비스업",2016-06-23,1203681.0
2156,농우바이오,054050,작물 재배업,2002-04-02,160225.0
2157,뉴트리,270870,기타 식품 제조업,2018-12-13,113117.0
2158,다나와,119860,소프트웨어 개발 및 공급업,2011-01-24,206689.0
2159,다믈멀티미디어,093640,반도체 제조업,2007-10-19,89646.0
2160,대동스틸,048470,1차 철강 제조업,2002-01-10,131084.0
2161,대명소노시즌,007720,상품 종합 도매업,1994-01-06,544637.0
2162,대보마그네틱,290670,기타 전기장비 제조업,2018-11-06,146772.0
2163,대신밸런스제8호스팩,336570,금융 지원 서비스업,2019-12-19,15307.0
2164,대한광통신,010170,절연선 및 케이블 제조업,1994-11-07,3261426.0
2165,데이타솔루션,263800,기계장비 및 관련 물품 도매업,2017-08-03,798839.0
2166,덱스터,206560,"영화, 비디오물, 방송프로그램 제작 및 배급업",2015-12-22,301053.0
2167,도이치모터스,067990,자동차 판매업,2004-12-03,444834.0
2168,동원개발,013120,건물 건설업,1994-12-29,186056.0
2169,동일금속,109860,금속 주조업,2009-07-28,4307.0
2170,동화기업,025900,나무제품 제조업,1995-08-07,2231993.0
2171,드림시큐리티,203650,소프트웨어 개발 및 공급업,2014-10-13,2842534.0
2172,드림어스컴퍼니,060570,기타 전문 도매업,2003-12-19,200043.0
2173,디딤,217620,음식점업,2015-06-10,249814.0
2174,디에이테크놀로지,196490,특수 목적용 기계 제조업,2014-11-19,3264093.0
2175,디와이피엔에프,104460,일반 목적용 기계 제조업,2009-12-22,158714.0
2176,디지캡,197140,소프트웨어 개발 및 공급업,2018-09-07,47658.0
2177,디지탈옵틱,106520,사진장비 및 광학기기 제조업,2012-07-13,1845371.0
2178,레몬,294140,화학섬유 제조업,2020-02-28,6178731.0
2179,로보티즈,108490,특수 목적용 기계 제조업,2018-10-26,260093.0
2180,로체시스템즈,071280,특수 목적용 기계 제조업,2003-11-14,174469.0
2181,루멘스,038060,반도체 제조업,2006-08-08,331440.0
2182,루트로닉,085370,의료용 기기 제조업,2006-07-04,625731.0
2183,리노공업,058470,전자부품 제조업,2001-12-18,68240.0
2184,마이크로디지탈,305090,의료용 기기 제조업,2019-06-05,1290534.0
2185,마크로젠,038290,"그외 기타 전문, 과학 및 기술 서비스업",2000-02-22,217002.0
2186,매커스,093520,기계장비 및 관련 물품 도매업,2007-02-12,148828.0
2187,메디아나,041920,의료용 기기 제조업,2014-10-07,466952.0
2188,멜파스,096640,전자부품 제조업,2009-12-18,68495.0
2189,모다,149940,통신 및 방송 장비 제조업,2012-09-25,0.0
2190,모바일리더,100030,소프트웨어 개발 및 공급업,2010-05-25,31011.0
2191,미래생명자원,218150,동물용 사료 및 조제식품 제조업,2015-06-18,395729.0
2192,미래컴퍼니,049950,특수 목적용 기계 제조업,2005-01-04,82138.0
2193,바른손,018700,"영화, 비디오물, 방송프로그램 제작 및 배급업",1994-03-18,5471408.0
2194,바른전자,064520,반도체 제조업,2002-12-04,0.0
2195,바른테크놀로지,029480,통신 및 방송 장비 제조업,1996-08-27,454718.0
2196,배럴,267790,봉제의복 제조업,2018-02-01,157696.0
2197,백금T&A,046310,통신 및 방송 장비 제조업,2002-02-05,415233.0
2198,보성파워텍,006910,"구조용 금속제품, 탱크 및 증기발생기 제조업",1994-09-07,11152770.0
2199,브이원텍,251630,특수 목적용 기계 제조업,2017-07-13,142094.0
2200,브이티지엠피,018290,컴퓨터 및 주변장치 제조업,1994-09-07,1765037.0
2201,블러썸엠앤씨,263920,그외 기타 제품 제조업,2017-09-28,0.0
2202,비씨월드제약,200780,의약품 제조업,2014-12-15,435412.0
2203,비아트론,141000,특수 목적용 기계 제조업,2012-05-04,149315.0
2204,빛샘전자,072950,전자부품 제조업,2012-03-21,77421.0
2205,상상인이안제2호스팩,329560,금융 지원 서비스업,2019-08-30,87.0
2206,상상인인더스트리,101000,특수 목적용 기계 제조업,2009-11-06,517896.0
2207,서남,294630,기타 전기장비 제조업,2020-02-20,906139.0
2208,서울리거,043710,기타 전문 도매업,2002-07-11,2562440.0
2209,서울제약,018680,의약품 제조업,2000-08-18,152046.0
2210,서전기전,189860,"전동기, 발전기 및 전기 변환 · 공급 · 제어 장치 제조업",2014-12-24,148139.0
2211,서희건설,035890,건물 건설업,1999-12-24,1448165.0
2212,성광벤드,014620,1차 철강 제조업,2001-01-11,381375.0
2213,세동,053060,자동차 신품 부품 제조업,2001-08-17,111603.0
2214,세중,039310,여행사 및 기타 여행보조 서비스업,2000-06-09,313928.0
2215,솔브레인홀딩스,036830,기타 화학제품 제조업,2000-01-18,303203.0
2216,솔트웍스,230980,소프트웨어 개발 및 공급업,2016-03-02,303087.0
2217,슈프리마아이디,317770,전자부품 제조업,2019-08-01,40292.0
2218,스카이이앤엠,131100,상품 종합 도매업,2011-06-14,861014.0
2219,신영스팩6호,344050,금융 지원 서비스업,2020-02-12,10016.0
2220,신일제약,012790,의약품 제조업,1999-08-13,251104.0
2221,싸이맥스,160980,특수 목적용 기계 제조업,2015-06-17,284263.0
2222,썸에이지,208640,소프트웨어 개발 및 공급업,2014-12-29,1357940.0
2223,쏠리드,050890,통신 및 방송 장비 제조업,2005-07-08,1401391.0
2224,씨아이에스,222080,특수 목적용 기계 제조업,2015-09-02,3788406.0
2225,씨에스베어링,297090,일반 목적용 기계 제조업,2019-11-21,226879.0
2226,아난티,025980,일반 및 생활 숙박시설 운영업,1996-01-06,7511231.0
2227,아바코,083930,특수 목적용 기계 제조업,2005-10-11,245416.0
2228,아스트,067390,"항공기,우주선 및 부품 제조업",2014-12-24,763820.0
2229,아이스크림에듀,289010,"서적, 잡지 및 기타 인쇄물 출판업",2019-07-11,630331.0
2230,아이텍,119830,"그외 기타 전문, 과학 및 기술 서비스업",2010-10-26,150332.0
2231,아이티엠반도체,084850,전자부품 제조업,2019-11-07,439319.0
2232,알로이스,297570,통신 및 방송 장비 제조업,2018-07-20,161414.0
2233,양지사,030960,인쇄 및 인쇄관련 산업,1996-10-24,30463.0
2234,에스씨디,042110,가정용 기기 제조업,2000-07-13,653307.0
2235,에스텍,069510,영상 및 음향기기 제조업,2003-11-14,22308.0
2236,에스폴리텍,050760,플라스틱제품 제조업,2002-05-16,587940.0
2237,에스피시스템스,317830,특수 목적용 기계 제조업,2019-08-14,135775.0
2238,에이디테크놀로지,200710,반도체 제조업,2014-12-16,396529.0
2239,에이씨티,138360,기타 화학제품 제조업,2013-11-08,0.0
2240,에이치엘비생명과학,067630,"건축기술, 엔지니어링 및 관련 기술 서비스업",2008-11-25,2148966.0
2241,에이치엘비파워,043220,특수 목적용 기계 제조업,2001-07-03,3124921.0
2242,에치에프알,230240,통신 및 방송 장비 제조업,2015-12-16,486458.0
2243,엘앤씨바이오,290650,의약품 제조업,2018-11-01,170586.0
2244,엘앤에프,066970,일차전지 및 축전지 제조업,2003-01-02,669985.0
2245,엘티씨,170920,기초 화학물질 제조업,2013-10-08,66106.0
2246,영우디에스피,143540,특수 목적용 기계 제조업,2014-10-29,690121.0
2247,영풍정밀,036560,일반 목적용 기계 제조업,1999-12-28,79450.0
2248,예선테크,250930,플라스틱제품 제조업,2016-09-29,884958.0
2249,오리엔트정공,065500,자동차 신품 부품 제조업,2002-09-19,578799.0
2250,오상자이엘,053980,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2002-04-09,883073.0
2251,오스코텍,039200,의약품 제조업,2007-01-17,1618992.0
2252,오파스넷,173130,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2018-08-24,33572.0
2253,올릭스,226950,자연과학 및 공학 연구개발업,2018-07-18,229932.0
2254,옴니시스템,057540,"측정, 시험, 항해, 제어 및 기타 정밀기기 제조업; 광학기기 제외",2007-09-19,2095435.0
2255,옴니텔,057680,소프트웨어 개발 및 공급업,2002-06-18,3828008.0
2256,와토스코리아,079000,플라스틱제품 제조업,2005-11-15,3923.0
2257,우리산업,215360,자동차 신품 부품 제조업,2015-05-06,287111.0
2258,우리이앤엘,153490,반도체 제조업,2013-02-05,230356.0
2259,우원개발,046940,기반조성 및 시설물 축조관련 전문공사업,2002-06-18,296707.0
2260,위즈코프,038620,연료 소매업,2000-05-04,316981.0
2261,윈팩,097800,반도체 제조업,2013-03-07,771403.0
2262,유바이오로직스,206650,의약품 제조업,2017-01-24,4442649.0
2263,유비케어,032620,소프트웨어 개발 및 공급업,1997-05-02,1603606.0
2264,유안타제3호스팩,287410,금융 지원 서비스업,2018-05-08,9.0
2265,유진스팩4호,321260,금융 지원 서비스업,2019-05-31,19607.0
2266,이노메트리,302430,특수 목적용 기계 제조업,2018-12-12,468017.0
2267,이노테라피,246960,의료용품 및 기타 의약 관련제품 제조업,2019-02-01,111553.0
2268,이매진아시아,036260,"영화, 비디오물, 방송프로그램 제작 및 배급업",1999-12-10,0.0
2269,이베스트이안스팩1호,323210,금융 지원 서비스업,2019-07-15,2510.0
2270,이씨에스,067010,"컴퓨터 프로그래밍, 시스템 통합 및 관리업",2007-12-18,499180.0
2271,이오테크닉스,039030,특수 목적용 기계 제조업,2000-08-24,228103.0
2272,인터로조,119610,의료용 기기 제조업,2010-07-28,57324.0
2273,인터파크홀딩스,035080,무점포 소매업,1999-07-05,256347.0
2274,인트로메딕,150840,의료용 기기 제조업,2013-12-19,477802.0
2275,인화정공,101930,선박 및 보트 건조업,2010-10-22,61571.0
2276,자연과환경,043910,환경 정화 및 복원업,2005-11-18,2100797.0
2277,정산애강,022220,플라스틱제품 제조업,2006-04-11,431907.0
2278,제넥신,095700,자연과학 및 공학 연구개발업,2009-09-15,4334759.0
2279,제닉,123330,기타 화학제품 제조업,2011-08-03,26415.0
2280,제이브이엠,054950,일반 목적용 기계 제조업,2006-06-07,41843.0
2281,제이엔케이히터,126880,일반 목적용 기계 제조업,2011-01-31,5174055.0
2282,제일테크노스,038010,"구조용 금속제품, 탱크 및 증기발생기 제조업",2000-01-11,105908.0
2283,중앙오션,054180,선박 및 보트 건조업,2001-10-16,549801.0
2284,지와이커머스,111820,기타 정보 서비스업,2010-06-18,0.0
2285,진양제약,007370,의약품 제조업,2000-07-27,18140669.0
2286,차바이오텍,085660,기초 의약물질 및 생물학적 제제 제조업,2005-12-27,2104814.0
2287,천랩,311690,자연과학 및 공학 연구개발업,2019-12-26,79150.0
2288,캔서롭,180400,기타 과학기술 서비스업,2015-11-20,0.0
2289,케어젠,214370,기초 의약물질 및 생물학적 제제 제조업,2015-11-17,90527.0
2290,케이맥,043290,특수 목적용 기계 제조업,2011-10-25,542392.0
2291,케이엘넷,039420,전기 통신업,2002-03-12,394505.0
2292,케이엠더블유,032500,통신 및 방송 장비 제조업,2000-03-21,1123627.0
2293,케이프이에스제4호,347140,기타 금융업,2020-03-24,1753.0
2294,코렌텍,104540,의료용 기기 제조업,2013-03-05,42946.0
2295,코리아나,027050,기타 화학제품 제조업,1999-12-10,547870.0
2296,코스맥스엔비티,222040,기타 식품 제조업,2015-12-16,470411.0
2297,코오롱티슈진,950160,기초 의약물질 및 생물학적 제제 제조업,2017-11-06,0.0
2298,코콤,015710,통신 및 방송 장비 제조업,1997-09-30,115732.0
2299,큐에스아이,066310,반도체 제조업,2006-11-24,151529.0
2300,크루셜텍,114120,전자부품 제조업,2010-07-21,1528759.0
2301,크리스에프앤씨,110790,봉제의복 제조업,2018-10-01,26041.0
2302,클래시스,214150,의료용 기기 제조업,2015-04-03,798128.0
2303,테스,095610,특수 목적용 기계 제조업,2008-05-20,463845.0
2304,텔레칩스,054450,반도체 제조업,2004-12-10,334537.0
2305,텔레필드,091440,통신 및 방송 장비 제조업,2008-02-01,249729.0
2306,톱텍,108230,특수 목적용 기계 제조업,2009-09-15,1712764.0
2307,티비씨,033830,텔레비전 방송업,2010-11-29,439660.0
2308,티플랙스,081150,기타 금속 가공제품 제조업,2009-04-23,2325901.0
2309,파나진,046210,의료용품 및 기타 의약 관련제품 제조업,2000-08-16,119930.0
2310,파이오링크,170790,통신 및 방송 장비 제조업,2013-08-01,111344.0
2311,포비스티앤씨,016670,기타 전문 도매업,1993-04-21,952266.0
2312,포시에스,189690,소프트웨어 개발 및 공급업,2015-02-11,49786.0
2313,푸른기술,094940,컴퓨터 및 주변장치 제조업,2007-09-14,340611.0
2314,퓨전,195440,소프트웨어 개발 및 공급업,2016-12-21,0.0
2315,프럼파스트,035200,플라스틱제품 제조업,2002-01-15,74999.0
2316,플리토,300080,"자료처리, 호스팅, 포털 및 기타 인터넷 정보매개 서비스업",2019-07-17,150593.0
2317,피제이전자,006140,의료용 기기 제조업,1993-12-07,28817.0
2318,하림,136480,"도축, 육류 가공 및 저장 처리업",2011-05-02,1390371.0
2319,하이록코리아,013030,1차 철강 제조업,1989-12-15,224178.0
2320,하이비젼시스템,126700,사진장비 및 광학기기 제조업,2010-09-10,573563.0
2321,하츠,066130,가정용 기기 제조업,2003-02-11,392849.0
2322,한국기업평가,034950,기타 사업지원 서비스업,2002-02-07,8056.0
2323,한국제6호스팩,281410,금융 지원 서비스업,2017-12-21,206.0
2324,한네트,052600,전기 통신업,2001-07-10,12317025.0
2325,한라IMS,092460,선박 및 보트 건조업,2007-05-22,158770.0
2326,한양이엔지,045100,"건축기술, 엔지니어링 및 관련 기술 서비스업",2000-08-31,195531.0
2327,한프,066110,컴퓨터 및 주변장치 제조업,2002-07-16,0.0
2328,해성산업,034810,부동산 임대 및 공급업,1999-04-16,53929.0
2329,해성옵틱스,076610,사진장비 및 광학기기 제조업,2013-11-06,497831.0
2330,핸디소프트,220180,소프트웨어 개발 및 공급업,2016-11-24,90589.0
2331,행남사,008800,기타 식품 제조업,1993-09-03,0.0
2332,홈센타홀딩스,060560,기타 전문 도매업,2002-07-11,246461.0
2333,화진,134780,자동차 신품 부품 제조업,2011-08-10,0.0
2334,힘스,238490,특수 목적용 기계 제조업,2017-07-20,618961.0
2335,TS트릴리온,284610,기타 화학제품 제조업,2017-12-22,9646.0
2336,관악산업,076340,기반조성 및 시설물 축조관련 전문공사업,2015-05-18,384.0
2337,라온테크,232680,특수 목적용 기계 제조업,2015-12-15,708.0
2338,루켄테크놀러지스,162120,기타 전기장비 제조업,2017-07-25,300.0
2339,메디젠휴먼케어,236340,자연과학 및 공학 연구개발업,2016-01-26,1999.0
2340,바이오코아,216400,자연과학 및 공학 연구개발업,2015-06-29,25751.0
2341,셀젠텍,258250,소프트웨어 개발 및 공급업,2016-12-13,51.0
2342,에스케이씨에스,224020,플라스틱제품 제조업,2016-07-25,104.0
2343,엔에스엠,238170,합성고무 및 플라스틱 물질 제조업,2019-12-26,1974.0
2344,원바이오젠,278380,의료용품 및 기타 의약 관련제품 제조업,2019-06-03,7413.0
2345,이노진,344860,기타 화학제품 제조업,2020-04-27,0.0
